Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2021-1495;2021;Long métrage;REVOIR PARIS;ALICE WINOCOUR;DHARAMSALA;116 avenue du président kennedy, 75016 paris;75016;2021-10-20;2021-10-20;2.27952937;48.85214876;"{""coordinates"": [2.279529371112954, 48.85214876356913], ""type"": ""Point""}";48.85214876356913, 2.279529371112954
2021-1504;2021;Série TV;9 MECS;Emma de CAUNES;MASCARET FILMS;33 rue saint-ambroise, 75011 paris;75011;2021-10-19;2021-10-20;2.37845742;48.86274191;"{""coordinates"": [2.378457415168812, 48.862741911365404], ""type"": ""Point""}";48.862741911365404, 2.378457415168812
2021-1507;2021;Série Web;SKAM Saison 9 et 10;Shirley MONSERRAT;GETEVE PRODUCTIONS;74 avenue philippe-auguste, 75011 paris;75011;2021-10-26;2021-11-03;2.39241299;48.85440241;"{""coordinates"": [2.392412992968608, 48.85440240752642], ""type"": ""Point""}";48.85440240752642, 2.392412992968608
2016-835;2016;Série TV;THE COLLECTION;DAN ZEFF;FEDERATION ENTERTAINMENT;CITE  DE TREVISE;75009;2016-05-23;2016-05-23;2.346796;48.875078;"{""coordinates"": [2.3467960005974047, 48.87507800010552], ""type"": ""Point""}";48.87507800010552, 2.3467960005974047
2016-838;2016;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;RUE  DE L'ECHAUDE;75006;2016-12-02;2016-12-02;2.336075;48.854042;"{""coordinates"": [2.336075000275416, 48.85404199992195], ""type"": ""Point""}";48.85404199992195, 2.336075000275416
2016-839;2016;Série TV;LIANG SHENG;LIU CHUN-CHIEN;KANZAMAN FRANCE;SQUARE  LOUIS XIII;75004;2016-12-11;2016-12-11;2.351269;48.852279;"{""coordinates"": [2.3512690001653116, 48.85227899970946], ""type"": ""Point""}";48.85227899970946, 2.3512690001653116
2021-1763;2021;Série TV;Lupin - Saison 2;Ludovic BERNARD;Gaumont Production Télévision;9 rue de la sourdière, 75001 paris;75001;2021-12-01;2021-12-02;2.33195349;48.86565971;"{""coordinates"": [2.3319534918271474, 48.86565971115409], ""type"": ""Point""}";48.86565971115409, 2.3319534918271474
2021-1776;2021;Long métrage;ANTI-SQUAT;Nicolas SILHOL;KAZAK PRODUCTIONS;45 rue custine, 75018 paris;75018;2021-12-09;2021-12-10;2.34431767;48.88930959;"{""coordinates"": [2.3443176661313303, 48.88930959180217], ""type"": ""Point""}";48.88930959180217, 2.3443176661313303
2021-1781;2021;Long métrage;PASSAGES;IRA SACHS;SBS PRODUCTIONS;84 quai de l'hôtel de ville, 75004 paris;75004;2021-12-01;2021-12-01;2.35396129;48.85492151;"{""coordinates"": [2.3539612924997226, 48.85492150608564], ""type"": ""Point""}";48.85492150608564, 2.3539612924997226
2021-1543;2021;Long métrage;MATZ;David Fincher;LM2021;10 rue d'ulm, 75005 paris;75005;2021-11-05;2021-11-05;2.34540602;48.84491704;"{""coordinates"": [2.34540602339562, 48.844917038842816], ""type"": ""Point""}";48.844917038842816, 2.34540602339562
2021-1545;2021;Long métrage;MATZ;David Fincher;LM2021;1 rue clotilde, 75005 paris;75005;2021-11-05;2021-11-06;2.34718192;48.84606403;"{""coordinates"": [2.3471819154297666, 48.84606402919008], ""type"": ""Point""}";48.84606402919008, 2.3471819154297666
2021-1554;2021;Série TV;I3P;Jérémy MINUI;Storia Télévision;5b place léon blum, 75011 paris;75011;2021-11-02;2021-11-03;2.3792679;48.85795027;"{""coordinates"": [2.379267899529014, 48.85795026724937], ""type"": ""Point""}";48.85795026724937, 2.379267899529014
2016-894;2016;Long métrage;NUMERO UNE;TONIE MARSHALL;TABO TABO FILMS;8  RUE  GARANCIERE;75006;2016-11-07;2016-11-08;2.335781;48.850021;"{""coordinates"": [2.3357809999264676, 48.85002099962757], ""type"": ""Point""}";48.85002099962757, 2.3357809999264676
2016-899;2016;Série TV;ALICE NEVERS, LE JUGE EST UNE FEMME/N°78 ET 79;J.CHRISTOPHE DELPIAS;EGO PRODUCTION;6/20  PASSAGE  THIERE;75011;2016-01-13;2016-01-13;2.373555;48.854252;"{""coordinates"": [2.37355500020141, 48.85425200014055], ""type"": ""Point""}";48.85425200014055, 2.37355500020141
2016-2405;2016;Série TV;JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;DEMD PRODUCTIONS;16  RUE  DES MARTYRS;75009;2016-05-23;2016-05-23;2.339541;48.877569;"{""coordinates"": [2.3395409995009593, 48.87756899970724], ""type"": ""Point""}";48.87756899970724, 2.3395409995009593
2016-2409;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;PONT  MARIE;75004;2016-02-26;2016-02-26;2.358201;48.853405;"{""coordinates"": [2.3582009998379703, 48.85340500029625], ""type"": ""Point""}";48.85340500029625, 2.3582009998379703
2021-1810;2021;Long métrage;REVOIR PARIS;ALICE WINOCOUR;DHARAMSALA;88 rue de turenne, 75003 paris;75003;2021-12-13;2021-12-15;2.36471508;48.86138672;"{""coordinates"": [2.3647150818678355, 48.8613867179122], ""type"": ""Point""}";48.8613867179122, 2.3647150818678355
2021-1830;2021;Série TV;Clem;Christophe Barraud;Merlin Productions;11 rue d'auteuil, 75016 paris;75016;2021-12-23;2021-12-23;2.26771162;48.84742385;"{""coordinates"": [2.267711623926783, 48.847423848555344], ""type"": ""Point""}";48.847423848555344, 2.267711623926783
2021-1831;2021;Série TV;Clem;Christophe Barraud;Merlin Productions;11 rue d'auteuil, 75016 paris;75016;2021-12-21;2021-12-23;2.26771162;48.84742385;"{""coordinates"": [2.267711623926783, 48.847423848555344], ""type"": ""Point""}";48.847423848555344, 2.267711623926783
2021-1601;2021;Série TV;LES GOUTTES DE DIEU;ODED RUSKIN;SAS Les Productions Dynamic;15 rue des petites ecuries, 75010 paris;75010;2021-11-04;2021-11-05;2.35256551;48.87336761;"{""coordinates"": [2.352565511082863, 48.87336761338869], ""type"": ""Point""}";48.87336761338869, 2.352565511082863
2021-1609;2021;Série TV;DESORDRES;Florence Foresti;ICONOCLAST FILMS;11 rue du perche, 75003 paris;75003;2021-11-08;2021-11-08;2.36104691;48.86092296;"{""coordinates"": [2.3610469139467045, 48.86092295698148], ""type"": ""Point""}";48.86092295698148, 2.3610469139467045
2016-2435;2016;Long métrage;AURORE TABORT;BLANDINE LENOIR;KARE PRODUCTIONS;72  QUAI  DE L'HOTEL DE VILLE;75004;2016-04-15;2016-04-15;2.35441;48.854746;"{""coordinates"": [2.354410000628593, 48.854745999965886], ""type"": ""Point""}";48.854745999965886, 2.354410000628593
2016-2460;2016;Long métrage;DALIDA;LISA AZUELOS;BETHSABEE MUCHO;25  QUAI  DE CORSE (HOTEL DIEU);75004;2016-03-08;2016-03-08;2.354243;48.854811;"{""coordinates"": [2.354242999731427, 48.85481099977614], ""type"": ""Point""}";48.85481099977614, 2.354242999731427
2016-682;2016;Téléfilm;COUP DE FOUDRE A JAIPUR;ARNAULD MERCADIER;BIG BAND STORY;RUE  PORTALIS;75008;2016-03-31;2016-03-31;2.319601;48.877593;"{""coordinates"": [2.3196009996282454, 48.87759300001409], ""type"": ""Point""}";48.87759300001409, 2.3196009996282454
2016-687;2016;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;63  BOULEVARD  DES BATIGNOLLES;75008;2016-10-27;2016-10-28;2.317319;48.881262;"{""coordinates"": [2.3173190003771333, 48.88126200024609], ""type"": ""Point""}";48.88126200024609, 2.3173190003771333
2016-2190;2016;Série TV;NOIR ENIGMA;MANUEL BOURSINHAC;ASTHARTE ET COMPAGNIE;AVENUE  VICTOR HUGO;75016;2016-01-06;2016-01-06;2.283684;48.868832;"{""coordinates"": [2.28368400020505, 48.868832000271006], ""type"": ""Point""}";48.868832000271006, 2.28368400020505
2016-2191;2016;Série TV;MARTIN SEXE FAIBLE;PAUL LAPIERRE;MYFANTASY;PARC  ANDRE CITROEN;75015;2016-03-11;2016-03-11;2.279404;48.847304;"{""coordinates"": [2.2794040006250564, 48.84730400038187], ""type"": ""Point""}";48.84730400038187, 2.2794040006250564
2016-2206;2016;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;PLACE  JEAN PAUL II;75004;2016-09-02;2016-09-02;2.347221;48.853542;"{""coordinates"": [2.3472209996938895, 48.85354200039293], ""type"": ""Point""}";48.85354200039293, 2.3472209996938895
2020-949;2020;Long métrage;LES FEMMES DU SQUARE;JULIEN RAMBALDI;SAS LES FILMS DU KIOSQUE;252 rue du faubourg saint-honoré, 75008 paris;75008;2020-11-23;2020-11-23;2.30101028;48.87694985;"{""coordinates"": [2.3010102846531475, 48.87694984771087], ""type"": ""Point""}";48.87694984771087, 2.3010102846531475
2021-278;2021;Long métrage;Les enfants des autres;Rebecca Zlotowski;Les Films Velvet;boulevard garibaldi, 75015 paris;75015;2021-03-18;2021-03-18;2.30605347;48.84645821;"{""coordinates"": [2.3060534726885336, 48.84645821254022], ""type"": ""Point""}";48.84645821254022, 2.3060534726885336
2016-1004;2016;Long métrage;TUDO BOM TUDO BEM;WILLY BIONDANI;MACT PRODUCTIONS;24  RUE  RENE BOULANGER;75010;2016-10-11;2016-10-11;2.362228;48.86845;"{""coordinates"": [2.362228000290594, 48.86844999979842], ""type"": ""Point""}";48.86844999979842, 2.362228000290594
2016-1035;2016;Long métrage;BITTER FLOWERS;OLIVIER MEYS;MILLE ET UNE FILMS;137  AVENUE  DE CHOIST;75013;2016-09-30;2016-09-30;2.359029;48.827028;"{""coordinates"": [2.3590289999594996, 48.82702799963069], ""type"": ""Point""}";48.82702799963069, 2.3590289999594996
2016-2243;2016;Série TV;LEO MATTEI/14 ET 15;NICOLAS HERDT;LGM CINEMA;13/15  RUE  DES PETITES ECURIES;75010;2016-10-18;2016-10-18;2.351829;48.872579;"{""coordinates"": [2.351828999714268, 48.872579000190214], ""type"": ""Point""}";48.872579000190214, 2.351828999714268
2016-2271;2016;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;HOTEL  DE LAUZUN;75004;2016-07-02;2016-07-02;2.351081;48.856896;"{""coordinates"": [2.3510809993999944, 48.856896000015105], ""type"": ""Point""}";48.856896000015105, 2.3510809993999944
2020-982;2020;Long métrage;Vous n'aurez pas ma haine;Kilian Riedhof;HAUT ET COURT;18 boulevard henri iv, 75004 paris;75004;2020-12-07;2020-12-07;2.36385273;48.8513822;"{""coordinates"": [2.3638527341146025, 48.851382198506315], ""type"": ""Point""}";48.851382198506315, 2.3638527341146025
2021-133;2021;Long métrage;JULIA;Olivier TREINER;WY PRODUCTIONS;2 rue cauchy, 75015 paris;75015;2021-02-16;2021-02-16;2.2746643;48.84342184;"{""coordinates"": [2.274664295353333, 48.84342183517565], ""type"": ""Point""}";48.84342183517565, 2.274664295353333
2016-1047;2016;Long métrage;LA MELODIE;RACHID HAMI;MIZAR FILMS;RUE  DU GENERAL FOY;75008;2016-06-22;2016-06-22;2.317688;48.878822;"{""coordinates"": [2.3176879999240456, 48.878821999870304], ""type"": ""Point""}";48.878821999870304, 2.3176879999240456
2020-758;2020;Long métrage;NUIT BLANCHE ET GROS CALINS;Francesco  MANDELLI;SELENIUM FILMS;12 rue joseph de maistre, 75018 paris;75018;2020-11-03;2020-11-04;2.33312259;48.88648245;"{""coordinates"": [2.3331225924568395, 48.88648245052452], ""type"": ""Point""}";48.88648245052452, 2.3331225924568395
2020-770;2020;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;1 rue léo delibes, 75116 paris;75116;2020-11-06;2020-11-07;2.28916219;48.86649349;"{""coordinates"": [2.2891621863262173, 48.86649348973698], ""type"": ""Point""}";48.86649348973698, 2.2891621863262173
2021-1040;2021;Long métrage;13/11;Cédric Jimenez;RECIFILMS;rue du faubourg saint-antoine, 75012 paris;75012;2021-07-28;2021-07-28;2.37196868;48.85239572;"{""coordinates"": [2.3719686770759583, 48.85239571862571], ""type"": ""Point""}";48.85239571862571, 2.3719686770759583
2021-1064;2021;Série TV;NOTRE-DAME, LA PART DU FEU;HERVÉ HADMAR;CHEYENNE FEDERATION;6 rue du cloître notre-dame, 75004 paris;75004;2021-07-23;2021-07-23;2.35149579;48.85293956;"{""coordinates"": [2.3514957877497675, 48.852939556649666], ""type"": ""Point""}";48.852939556649666, 2.3514957877497675
2020-800;2020;Série Web;Jeune et Golri;Fanny Sidney;THE FILM TV;15 rue sorbier, 75020 paris;75020;2020-11-10;2020-11-11;2.39212658;48.86643406;"{""coordinates"": [2.3921265845812183, 48.86643405578761], ""type"": ""Point""}";48.86643405578761, 2.3921265845812183
2020-801;2020;Série Web;Jeune et Golri;Fanny Sidney;THE FILM TV;belvédère willy ronis, 75020 paris;75020;2020-11-10;2020-11-10;2.38584866;48.87143428;"{""coordinates"": [2.385848655296067, 48.87143427943444], ""type"": ""Point""}";48.87143427943444, 2.385848655296067
2018-1102;2018;Téléfilm;UN FILS PARFAIT;Didier BIVEL;ADRENALINE;11 rue d'auteuil, 75016 paris;75016;2018-09-26;2018-09-26;2.26771162;48.84742385;"{""coordinates"": [2.267711623926783, 48.847423848555344], ""type"": ""Point""}";48.847423848555344, 2.267711623926783
2020-815;2020;Long métrage;La Menace;Philippe Le Guay;Les Films Des Tournelles;48 rue marx dormoy, 75018 paris;75018;2020-11-09;2020-11-09;2.35999872;48.88763043;"{""coordinates"": [2.359998716917104, 48.88763042525001], ""type"": ""Point""}";48.88763042525001, 2.359998716917104
2018-1076;2018;Long métrage;Femme-Enfant;Amro Hamzawi;ECCE FILMS;48 rue rené boulanger, 75010 paris;75010;2018-09-26;2018-09-27;2.36012445;48.86858133;"{""coordinates"": [2.3601244509396917, 48.8685813279232], ""type"": ""Point""}";48.8685813279232, 2.3601244509396917
2016-917;2016;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;16  RUE  ALFRED DE VIGNY;75008;2016-02-12;2016-02-12;2.305186;48.879373;"{""coordinates"": [2.305186000120824, 48.87937300031262], ""type"": ""Point""}";48.87937300031262, 2.305186000120824
2021-1073;2021;Série TV;NOTRE-DAME, LA PART DU FEU;HERVÉ HADMAR;CHEYENNE FEDERATION;3 rue de lobau, 75004 paris;75004;2021-07-23;2021-07-23;2.35291027;48.85601585;"{""coordinates"": [2.3529102722171924, 48.85601585139162], ""type"": ""Point""}";48.85601585139162, 2.3529102722171924
2021-1088;2021;Série TV;IRMA VEP SERIAL;Olivier Assayas;LES FILMS MYSTERIEUX;2 rue boissy d'anglas, 75008 paris;75008;2021-07-26;2021-07-27;2.32105579;48.86748502;"{""coordinates"": [2.3210557887162477, 48.867485016602096], ""type"": ""Point""}";48.867485016602096, 2.3210557887162477
2018-1080;2018;Long métrage;Femme-Enfant;Amro Hamzawi;ECCE FILMS;143 rue mouffetard, 75005 paris;75005;2018-09-27;2018-09-28;2.35007051;48.83963385;"{""coordinates"": [2.350070514452369, 48.839633845781016], ""type"": ""Point""}";48.839633845781016, 2.350070514452369
2018-1084;2018;Long métrage;FAHIM;Pierre-François MARTIN-LAVAL;WAITING FOR CINEMA;94 avenue foch, 75116 paris;75116;2018-09-11;2018-09-15;2.27644868;48.87234862;"{""coordinates"": [2.276448681881965, 48.87234861574418], ""type"": ""Point""}";48.87234861574418, 2.276448681881965
2016-957;2016;Long métrage;JEUNE FEMME;LEONOR SERRAILLE;BLUE MONDAY PRODUCTIONS;62  BOULEVARD  DE CLICHY;75018;2016-02-18;2016-02-18;2.334619;48.883412;"{""coordinates"": [2.334618999650444, 48.88341200030231], ""type"": ""Point""}";48.88341200030231, 2.334618999650444
2016-960;2016;Long métrage;ALIBI.COM;PHILIPPE LACHEAU;FECHNER FILMS;BOIS*  DE BOULOGNE;75016;2016-05-04;2016-05-04;2.286885;48.875133;"{""coordinates"": [2.2868849999689465, 48.875133000370575], ""type"": ""Point""}";48.875133000370575, 2.2868849999689465
2021-1133;2021;Long métrage;Youssef Salem a du succès;Baya Kasmi;DOMINO FILMS / YOUSSEF SALEM A DU SUCCES;34 rue de belleville, 75020 paris;75020;2021-08-19;2021-08-20;2.38010359;48.87282721;"{""coordinates"": [2.380103591609187, 48.87282720721639], ""type"": ""Point""}";48.87282720721639, 2.380103591609187
2021-1147;2021;Long métrage;AMOR MIO;Guillaume Gouix;Agat Film;1 boulevard de strasbourg, 75010 paris;75010;2021-09-02;2021-09-02;2.35417096;48.86958428;"{""coordinates"": [2.3541709579620265, 48.86958427751022], ""type"": ""Point""}";48.86958427751022, 2.3541709579620265
2021-20;2021;Série TV;CLEM SAISON 11;STEPHANE MALHURET;MERLIN PRODUCTIONS;9 rue de la liberté, 75019 paris;75019;2021-01-18;2021-01-21;2.3925515;48.88065795;"{""coordinates"": [2.392551498055371, 48.88065794422283], ""type"": ""Point""}";48.88065794422283, 2.392551498055371
2021-27;2021;Téléfilm;Fuimos Conciones;;FILMS EN TETE;quai des orfèvres, 75001 paris;75001;2021-01-07;2021-01-07;2.34326304;48.85510453;"{""coordinates"": [2.3432630419377345, 48.85510452788805], ""type"": ""Point""}";48.85510452788805, 2.3432630419377345
2021-30;2021;Série TV;Luther;David Morley;STORIA TELEVISION Luther;1 rue baltard, 75001 paris;75001;2021-01-18;2021-01-18;2.34632008;48.86215792;"{""coordinates"": [2.346320083937934, 48.86215791705506], ""type"": ""Point""}";48.86215791705506, 2.346320083937934
2021-41;2021;Long métrage;Le Déchanché d'Elvis;Lauriane Escaffre, Yvonnick Muller;ADNP QUAD FILMS;8 passage rochebrune, 75011 paris;75011;2021-01-29;2021-01-29;2.38001067;48.86183937;"{""coordinates"": [2.380010667514474, 48.861839364320446], ""type"": ""Point""}";48.861839364320446, 2.380010667514474
2016-998;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;PELOUSE  NAUMACHIE;75017;2016-05-23;2016-05-23;2.325417;48.895667;"{""coordinates"": [2.325416999978106, 48.89566700003543], ""type"": ""Point""}";48.89566700003543, 2.325416999978106
2016-2494;2016;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;RUE  DE DUNKERQUE/GERANDO;75009;2016-02-24;2016-02-24;2.347275;48.881745;"{""coordinates"": [2.3472750005877185, 48.88174499993504], ""type"": ""Point""}";48.88174499993504, 2.3472750005877185
2016-2506;2016;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;JARDIN*  DES CHAMPS ELYSEES;75008;2016-04-08;2016-04-08;2.314419;48.864203;"{""coordinates"": [2.3144189997913043, 48.864203000425746], ""type"": ""Point""}";48.864203000425746, 2.3144189997913043
2016-2514;2016;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;RUE  DES BARRES;75004;2016-12-06;2016-12-06;2.355315;48.855335;"{""coordinates"": [2.355315000648898, 48.85533500042823], ""type"": ""Point""}";48.85533500042823, 2.355315000648898
2021-1156;2021;Série TV;OPERA SAISON 2;Cécile Ducrocq, Stephane Demoustier, Jean Baptiste Pouilloux;NEWEN FRANCE - Victoria Production;place de l'opéra, 75009 paris;75009;2021-08-09;2021-08-10;2.33187457;48.8710898;"{""coordinates"": [2.331874565395843, 48.87108979466137], ""type"": ""Point""}";48.87108979466137, 2.331874565395843
2021-1183;2021;Téléfilm;Constance aux enfers;Gaël Morel;Septembre productions;31 quai voltaire, 75007 paris;75007;2021-09-06;2021-09-29;2.32977963;48.8592834;"{""coordinates"": [2.3297796282692027, 48.85928339836221], ""type"": ""Point""}";48.85928339836221, 2.3297796282692027
2016-729;2016;Long métrage;LES FANTOMES D'ISMAEL;ARNAUD DESPLESCHIN;WHY NOT PRODUCTIONS;42  RUE  DU CHERCHE MIDI;75006;2016-10-07;2016-10-07;2.326334;48.849568;"{""coordinates"": [2.3263340002681816, 48.84956799966331], ""type"": ""Point""}";48.84956799966331, 2.3263340002681816
